Flight_ID,Airline,Source_Airport,Destination_Airport,Departure_Time,Departure_Period,Arrival_Time,Arrival_Period,Duration,Distance_km,Aircraft_Type,Ticket_Price_PKR,Delay_Minutes,Status,Airline_Frequency
PI815,SereneAir,LHE,UET,2025-10-11 04:36,Night,2025-10-11 09:10,Morning,1h 28m,373,Airbus A320,13801,15,On-Time,244
PI406,SereneAir,SKZ,MUX,2025-10-07 20:05,Evening,2025-10-07 23:18,Night,2h 48m,926,ATR 72,34406,60,Delayed,244
PI652,FlyJinnah,PEW,LHE,2025-10-19 09:33,Morning,2025-10-19 12:35,Afternoon,3h 46m,366,Airbus A320,22421,5,Cancelled,257
PI158,SereneAir,KHI,LHE,2025-10-24 07:21,Morning,2025-10-24 09:53,Morning,2h 16m,1484,Airbus A321,52102,120,Delayed,244
AI947,AirSial,UET,ISB,2025-10-29 18:46,Evening,2025-10-29 22:59,Night,3h 20m,604,ATR 72,50270,5,Cancelled,280
FL628,FlyJinnah,PEW,ISB,2025-10-05 08:10,Morning,2025-10-05 13:03,Afternoon,4h 27m,303,Boeing 737,48816,15,Cancelled,257
PI785,PIA,KHI,ISB,2025-10-18 07:48,Morning,2025-10-18 09:15,Morning,4h 47m,1428,Boeing 737,37815,15,Cancelled,240
SE379,AirBlue,PEW,KHI,2025-10-23 17:03,Evening,2025-10-23 19:02,Evening,4h 45m,1318,Airbus A321,44436,30,Delayed,290
FL674,AirBlue,SKZ,LYP,2025-10-01 11:36,Morning,2025-10-01 14:16,Afternoon,1h 1m,563,ATR 72,50580,120,Cancelled,290
AI185,AirBlue,LYP,MUX,2025-10-30 16:26,Afternoon,2025-10-30 21:20,Night,3h 14m,1389,Boeing 737,37022,0,Cancelled,290
FL970,AirSial,SKZ,LYP,2025-10-04 10:35,Morning,2025-10-04 11:59,Morning,4h 50m,766,Airbus A320,37432,0,Cancelled,280
PI978,AirSial,SKZ,PEW,2025-10-03 13:07,Afternoon,2025-10-03 18:04,Evening,3h 37m,1323,Boeing 737,24582,30,On-Time,280
SE977,FlyJinnah,MUX,ISB,2025-10-16 03:05,Night,2025-10-16 04:05,Night,4h 57m,566,Airbus A320,14983,120,Delayed,257
PI607,AirSial,MUX,UET,2025-10-25 23:28,Night,2025-10-26 01:15,Night,2h 14m,1209,ATR 72,21789,30,Cancelled,280
AI797,FlyJinnah,KHI,ISB,2025-10-01 20:55,Evening,2025-10-01 22:22,Night,2h 6m,1056,Airbus A320,48589,5,Cancelled,257
AI394,AirBlue,SKZ,KHI,2025-10-27 14:36,Afternoon,2025-10-27 17:51,Evening,1h 14m,332,Boeing 737,40841,30,Delayed,290
AI479,AirBlue,LYP,PEW,2025-10-18 07:54,Morning,2025-10-18 10:19,Morning,1h 32m,1230,Airbus A320,11276,5,Cancelled,290
AI909,FlyJinnah,LYP,SKZ,2025-10-28 12:52,Afternoon,2025-10-28 15:17,Afternoon,1h 4m,705,Airbus A320,22836,0,Delayed,257
SE863,SereneAir,KHI,SKZ,2025-10-10 19:25,Evening,2025-10-10 20:39,Evening,2h 15m,795,Airbus A321,16588,0,On-Time,244
SE740,FlyJinnah,KHI,PEW,2025-10-25 11:47,Morning,2025-10-25 13:08,Afternoon,4h 28m,665,ATR 72,52850,0,On-Time,257
SE816,PIA,KHI,UET,2025-10-14 13:49,Afternoon,2025-10-14 17:25,Evening,3h 6m,466,ATR 72,18278,0,Delayed,240
AI336,PIA,KHI,MUX,2025-10-09 01:27,Night,2025-10-09 03:50,Night,4h 12m,557,Airbus A321,46022,60,On-Time,240
AI972,AirSial,PEW,LYP,2025-10-22 09:34,Morning,2025-10-22 12:43,Afternoon,1h 49m,1005,ATR 72,24440,0,Delayed,280
AI880,SereneAir,KHI,LHE,2025-10-25 12:27,Afternoon,2025-10-25 13:38,Afternoon,4h 16m,1034,Airbus A321,11802,0,Delayed,244
PI864,PIA,UET,LHE,2025-10-14 11:07,Morning,2025-10-14 12:15,Afternoon,4h 26m,975,ATR 72,45627,15,Cancelled,240
AI422,FlyJinnah,SKZ,LYP,2025-10-17 22:45,Night,2025-10-18 02:33,Night,3h 41m,1165,Airbus A320,15855,120,Delayed,257
AI497,FlyJinnah,LYP,KHI,2025-10-12 06:28,Morning,2025-10-12 09:05,Morning,2h 43m,1050,Airbus A320,38322,30,On-Time,257
FL942,AirBlue,UET,LYP,2025-10-24 17:26,Evening,2025-10-24 19:13,Evening,1h 38m,1323,Airbus A320,37322,60,Cancelled,290
SE809,FlyJinnah,UET,SKZ,2025-10-06 09:50,Morning,2025-10-06 13:18,Afternoon,4h 22m,334,Airbus A320,21617,0,Cancelled,257
FL518,AirBlue,LYP,PEW,2025-10-06 19:43,Evening,2025-10-07 00:31,Night,4h 40m,739,ATR 72,26573,60,Cancelled,290
AI342,PIA,SKZ,ISB,2025-10-02 04:36,Night,2025-10-02 08:23,Morning,1h 52m,305,Airbus A321,23082,30,Delayed,240
AI512,FlyJinnah,PEW,UET,2025-10-18 05:32,Morning,2025-10-18 08:06,Morning,1h 36m,1385,ATR 72,37695,120,Delayed,257
PI627,FlyJinnah,LYP,PEW,2025-10-12 00:02,Night,2025-10-12 01:59,Night,4h 12m,731,Airbus A321,22970,15,Delayed,257
FL501,SereneAir,MUX,LHE,2025-10-29 02:24,Night,2025-10-29 05:55,Morning,2h 0m,902,ATR 72,39281,15,Cancelled,244
AI479,AirBlue,LYP,MUX,2025-10-28 00:12,Night,2025-10-28 04:01,Night,4h 59m,1193,Boeing 737,54418,0,Delayed,290
AI247,SereneAir,KHI,SKZ,2025-10-19 13:57,Afternoon,2025-10-19 17:46,Evening,3h 2m,342,ATR 72,49782,0,Delayed,244
AI722,AirSial,KHI,LHE,2025-10-16 09:03,Morning,2025-10-16 12:19,Afternoon,1h 25m,1057,Boeing 737,43195,120,On-Time,280
SE613,FlyJinnah,LYP,SKZ,2025-10-08 19:18,Evening,2025-10-08 23:54,Night,1h 26m,1164,Airbus A321,20814,0,On-Time,257
FL478,AirSial,LYP,UET,2025-10-23 13:07,Afternoon,2025-10-23 14:58,Afternoon,4h 12m,923,Boeing 737,40149,60,Cancelled,280
PI893,AirBlue,UET,PEW,2025-10-03 13:39,Afternoon,2025-10-03 16:38,Afternoon,2h 17m,427,Airbus A321,15184,60,Cancelled,290
AI809,AirSial,MUX,SKZ,2025-10-06 06:21,Morning,2025-10-06 11:05,Morning,4h 29m,1070,Boeing 737,45654,0,On-Time,280
PI164,AirBlue,LYP,SKZ,2025-10-26 01:22,Night,2025-10-26 02:45,Night,4h 1m,306,Boeing 737,33888,120,Cancelled,290
PI753,SereneAir,MUX,ISB,2025-10-07 15:20,Afternoon,2025-10-07 16:29,Afternoon,4h 28m,597,Boeing 737,18013,30,Delayed,244
FL437,FlyJinnah,SKZ,UET,2025-10-22 22:55,Night,2025-10-23 01:53,Night,3h 45m,1091,Airbus A320,44107,120,Cancelled,257
FL580,PIA,KHI,PEW,2025-10-19 20:49,Evening,2025-10-19 22:01,Night,3h 43m,779,ATR 72,41125,60,Delayed,240
FL113,FlyJinnah,UET,MUX,2025-10-27 08:25,Morning,2025-10-27 11:08,Morning,2h 47m,1042,Boeing 737,13117,0,Cancelled,257
AI556,AirSial,LYP,ISB,2025-10-21 06:14,Morning,2025-10-21 10:29,Morning,2h 21m,1445,Boeing 737,19569,15,On-Time,280
PI881,FlyJinnah,MUX,KHI,2025-10-04 01:02,Night,2025-10-04 04:53,Night,4h 47m,484,Airbus A321,17248,15,On-Time,257
PI570,AirSial,LYP,UET,2025-10-22 22:02,Night,2025-10-22 23:32,Night,2h 50m,1132,Boeing 737,43546,30,Delayed,280
AI960,PIA,KHI,ISB,2025-10-01 03:33,Night,2025-10-01 05:42,Morning,2h 11m,861,Airbus A321,27162,60,On-Time,240
AI747,AirBlue,LYP,MUX,2025-10-28 19:30,Evening,2025-10-28 23:39,Night,4h 15m,1163,ATR 72,22342,30,On-Time,290
PI182,SereneAir,ISB,MUX,2025-10-25 07:18,Morning,2025-10-25 11:24,Morning,4h 51m,1226,Boeing 737,32737,15,Delayed,244
AI967,AirBlue,ISB,UET,2025-10-08 01:43,Night,2025-10-08 04:03,Night,3h 21m,1318,Airbus A320,34252,15,On-Time,290
PI713,FlyJinnah,KHI,ISB,2025-10-08 15:39,Afternoon,2025-10-08 19:08,Evening,4h 54m,616,Boeing 737,51985,15,Delayed,257
AI138,FlyJinnah,LHE,KHI,2025-10-29 03:19,Night,2025-10-29 05:52,Morning,2h 1m,398,Boeing 737,38363,0,Cancelled,257
AI172,SereneAir,ISB,LHE,2025-10-25 19:17,Evening,2025-10-25 20:26,Evening,4h 59m,1404,ATR 72,15218,60,Cancelled,244
PI646,SereneAir,MUX,KHI,2025-10-24 23:18,Night,2025-10-25 01:36,Night,3h 11m,730,ATR 72,36658,5,Cancelled,244
AI694,SereneAir,UET,MUX,2025-10-27 04:06,Night,2025-10-27 08:42,Morning,4h 23m,458,Airbus A321,13484,120,Cancelled,244
AI537,PIA,KHI,LYP,2025-10-08 04:41,Night,2025-10-08 09:30,Morning,1h 48m,411,ATR 72,49035,5,Delayed,240
SE336,FlyJinnah,LYP,PEW,2025-10-05 16:05,Afternoon,2025-10-05 20:44,Evening,1h 31m,1127,Airbus A321,34785,5,Cancelled,257
AI516,AirSial,MUX,PEW,2025-10-29 06:09,Morning,2025-10-29 10:40,Morning,2h 53m,936,Boeing 737,41901,120,Cancelled,280
PI254,AirSial,MUX,LYP,2025-10-15 00:25,Night,2025-10-15 04:09,Night,1h 35m,1364,ATR 72,29459,15,Cancelled,280
PI189,AirBlue,KHI,UET,2025-10-13 14:21,Afternoon,2025-10-13 16:49,Afternoon,2h 36m,1432,ATR 72,25264,60,Delayed,290
PI249,AirSial,LHE,SKZ,2025-10-24 07:20,Morning,2025-10-24 11:05,Morning,3h 24m,1386,Airbus A320,11257,120,Cancelled,280
PI350,PIA,PEW,UET,2025-10-07 03:32,Night,2025-10-07 07:36,Morning,1h 11m,979,Airbus A321,17912,60,On-Time,240
PI950,SereneAir,LYP,KHI,2025-10-12 21:31,Night,2025-10-12 22:59,Night,1h 58m,1251,Airbus A321,30609,60,On-Time,244
SE796,PIA,PEW,LHE,2025-10-22 09:03,Morning,2025-10-22 13:38,Afternoon,1h 39m,1500,Airbus A320,50067,15,On-Time,240
AI924,PIA,PEW,MUX,2025-10-14 22:47,Night,2025-10-15 02:56,Night,1h 53m,1279,Airbus A320,46024,5,Cancelled,240
AI909,FlyJinnah,LYP,MUX,2025-10-18 07:10,Morning,2025-10-18 12:06,Afternoon,4h 46m,1497,Airbus A321,46091,60,On-Time,257
FL673,FlyJinnah,PEW,ISB,2025-10-06 11:43,Morning,2025-10-06 14:12,Afternoon,3h 21m,835,Boeing 737,17521,5,Cancelled,257
FL678,SereneAir,MUX,LHE,2025-10-25 02:35,Night,2025-10-25 04:19,Night,4h 20m,911,Airbus A321,47591,30,Delayed,244
FL847,AirSial,UET,LHE,2025-10-24 03:05,Night,2025-10-24 07:43,Morning,1h 51m,662,ATR 72,32927,120,Delayed,280
PI268,AirBlue,UET,ISB,2025-10-23 05:46,Morning,2025-10-23 09:53,Morning,3h 43m,1046,Boeing 737,30195,0,Delayed,290
FL811,PIA,LYP,KHI,2025-10-05 16:52,Afternoon,2025-10-05 18:02,Evening,4h 9m,1381,Airbus A320,16876,5,Cancelled,240
AI317,AirSial,SKZ,LHE,2025-10-26 22:30,Night,2025-10-27 02:43,Night,4h 15m,308,Airbus A320,24453,60,Delayed,280
AI712,SereneAir,UET,LHE,2025-10-06 20:51,Evening,2025-10-06 22:03,Night,3h 50m,1197,Airbus A321,53906,120,On-Time,244
FL643,AirSial,MUX,UET,2025-10-03 14:49,Afternoon,2025-10-03 19:20,Evening,2h 43m,1166,Airbus A320,52428,60,On-Time,280
AI965,PIA,UET,MUX,2025-10-05 17:36,Evening,2025-10-05 19:24,Evening,3h 0m,773,Airbus A320,11862,15,Cancelled,240
PI846,FlyJinnah,PEW,LHE,2025-10-06 12:32,Afternoon,2025-10-06 16:57,Afternoon,3h 7m,1371,Airbus A320,29300,120,On-Time,257
AI745,FlyJinnah,PEW,UET,2025-10-01 13:33,Afternoon,2025-10-01 17:58,Evening,2h 49m,1457,Boeing 737,13992,5,Cancelled,257
FL697,AirSial,LYP,UET,2025-10-26 08:49,Morning,2025-10-26 12:19,Afternoon,2h 33m,799,ATR 72,15214,30,Delayed,280
PI352,SereneAir,LYP,SKZ,2025-10-03 12:19,Afternoon,2025-10-03 15:24,Afternoon,1h 12m,553,ATR 72,52472,5,Cancelled,244
AI735,FlyJinnah,UET,SKZ,2025-10-19 02:53,Night,2025-10-19 05:01,Morning,1h 55m,1217,Airbus A321,31819,5,Delayed,257
SE669,AirSial,UET,PEW,2025-10-22 07:52,Morning,2025-10-22 11:34,Morning,3h 23m,889,Airbus A321,26261,0,On-Time,280
AI866,AirBlue,KHI,ISB,2025-10-06 06:40,Morning,2025-10-06 08:40,Morning,3h 36m,669,ATR 72,16698,0,Delayed,290
AI196,AirSial,LHE,MUX,2025-10-18 20:48,Evening,2025-10-18 22:25,Night,3h 45m,675,Airbus A321,45265,15,On-Time,280
FL967,AirBlue,LHE,KHI,2025-10-21 16:40,Afternoon,2025-10-21 20:24,Evening,4h 7m,1294,Airbus A321,34049,15,On-Time,290
PI747,AirBlue,PEW,SKZ,2025-10-13 09:21,Morning,2025-10-13 13:48,Afternoon,3h 32m,548,Airbus A320,48733,120,Cancelled,290
SE959,PIA,PEW,LYP,2025-10-16 09:50,Morning,2025-10-16 13:11,Afternoon,4h 42m,681,Airbus A321,19754,30,Delayed,240
SE971,AirBlue,PEW,LYP,2025-10-10 22:15,Night,2025-10-10 23:49,Night,4h 39m,1147,Airbus A320,23164,120,On-Time,290
SE224,FlyJinnah,ISB,SKZ,2025-10-04 11:57,Morning,2025-10-04 14:44,Afternoon,3h 31m,436,Airbus A321,23283,0,Cancelled,257
AI956,AirSial,LHE,UET,2025-10-10 04:45,Night,2025-10-10 06:35,Morning,3h 5m,491,Airbus A321,46375,0,Delayed,280
SE272,SereneAir,LYP,PEW,2025-10-02 08:13,Morning,2025-10-02 10:44,Morning,2h 13m,754,Airbus A320,32847,15,On-Time,244
PI435,AirBlue,ISB,PEW,2025-10-28 11:53,Morning,2025-10-28 13:26,Afternoon,4h 21m,445,Boeing 737,42935,5,Cancelled,290
AI335,FlyJinnah,LHE,KHI,2025-10-06 18:14,Evening,2025-10-06 22:49,Night,4h 21m,413,Airbus A320,17893,60,Cancelled,257
FL442,AirBlue,UET,KHI,2025-10-29 08:05,Morning,2025-10-29 11:39,Morning,1h 41m,332,ATR 72,22098,5,Delayed,290
PI396,AirBlue,ISB,LHE,2025-10-14 13:35,Afternoon,2025-10-14 16:00,Afternoon,2h 6m,368,Airbus A320,12697,5,On-Time,290
FL869,FlyJinnah,ISB,UET,2025-10-10 07:14,Morning,2025-10-10 11:26,Morning,1h 43m,982,Boeing 737,13624,5,On-Time,257
FL495,AirBlue,ISB,MUX,2025-10-01 06:51,Morning,2025-10-01 08:31,Morning,2h 31m,379,Airbus A321,33650,60,Delayed,290
PI989,AirSial,UET,MUX,2025-10-13 21:07,Night,2025-10-14 01:19,Night,3h 45m,839,Boeing 737,18373,120,On-Time,280
AI615,FlyJinnah,KHI,MUX,2025-10-12 12:21,Afternoon,2025-10-12 13:33,Afternoon,1h 50m,886,Airbus A321,41910,30,On-Time,257
SE244,SereneAir,ISB,MUX,2025-10-14 07:50,Morning,2025-10-14 12:35,Afternoon,1h 37m,903,ATR 72,40014,120,On-Time,244
AI876,FlyJinnah,UET,ISB,2025-10-29 06:43,Morning,2025-10-29 08:34,Morning,3h 0m,745,Airbus A320,25157,0,Delayed,257
FL763,AirSial,LYP,UET,2025-10-17 01:58,Night,2025-10-17 06:43,Morning,4h 48m,632,Airbus A320,26175,120,On-Time,280
AI945,AirSial,SKZ,LHE,2025-10-16 21:28,Night,2025-10-17 01:45,Night,3h 49m,1364,Airbus A321,52661,0,Cancelled,280
PI611,AirBlue,KHI,MUX,2025-10-07 16:02,Afternoon,2025-10-07 17:17,Evening,3h 21m,1204,ATR 72,49353,30,Cancelled,290
PI815,FlyJinnah,SKZ,LHE,2025-10-01 07:45,Morning,2025-10-01 10:51,Morning,4h 5m,932,Boeing 737,37215,120,Delayed,257
PI269,FlyJinnah,KHI,LYP,2025-10-25 08:31,Morning,2025-10-25 11:22,Morning,1h 9m,658,Boeing 737,22416,30,Cancelled,257
SE223,PIA,MUX,ISB,2025-10-20 08:24,Morning,2025-10-20 11:03,Morning,2h 33m,1437,ATR 72,11612,15,Delayed,240
FL721,PIA,MUX,LHE,2025-10-07 04:39,Night,2025-10-07 06:26,Morning,3h 24m,1045,Airbus A320,42750,30,Delayed,240
AI427,FlyJinnah,UET,LHE,2025-10-23 13:14,Afternoon,2025-10-23 15:27,Afternoon,4h 44m,391,Airbus A320,27563,60,Cancelled,257
PI189,AirBlue,ISB,LYP,2025-10-17 19:56,Evening,2025-10-17 20:57,Evening,2h 7m,691,Airbus A320,22771,5,Cancelled,290
SE691,AirBlue,UET,LHE,2025-10-07 16:36,Afternoon,2025-10-07 19:47,Evening,1h 28m,1453,Airbus A321,34965,5,Cancelled,290
FL104,FlyJinnah,UET,KHI,2025-10-02 04:54,Night,2025-10-02 06:38,Morning,1h 1m,1336,Airbus A320,17723,5,Delayed,257
FL543,FlyJinnah,SKZ,UET,2025-10-18 06:32,Morning,2025-10-18 10:23,Morning,2h 40m,1422,Airbus A320,51524,5,On-Time,257
AI536,PIA,SKZ,ISB,2025-10-27 07:43,Morning,2025-10-27 11:38,Morning,2h 22m,1210,Airbus A321,35533,60,Cancelled,240
AI903,SereneAir,PEW,LYP,2025-10-07 19:14,Evening,2025-10-07 23:51,Night,3h 0m,892,Airbus A321,46995,60,Cancelled,244
AI441,FlyJinnah,KHI,SKZ,2025-10-09 01:53,Night,2025-10-09 05:59,Morning,3h 50m,653,Airbus A320,10310,60,Delayed,257
SE977,FlyJinnah,PEW,LHE,2025-10-01 05:44,Morning,2025-10-01 08:33,Morning,1h 27m,1289,ATR 72,46024,0,Cancelled,257
PI367,FlyJinnah,ISB,UET,2025-10-01 11:37,Morning,2025-10-01 14:40,Afternoon,4h 41m,502,Boeing 737,22481,0,On-Time,257
FL578,AirBlue,PEW,UET,2025-10-22 21:29,Night,2025-10-23 01:30,Night,3h 42m,756,Airbus A321,37017,60,On-Time,290
SE698,FlyJinnah,SKZ,ISB,2025-10-22 15:57,Afternoon,2025-10-22 18:08,Evening,4h 16m,1080,Airbus A320,54048,15,Delayed,257
FL103,SereneAir,UET,KHI,2025-10-02 16:17,Afternoon,2025-10-02 19:57,Evening,1h 29m,470,Airbus A321,54866,120,Cancelled,244
AI941,FlyJinnah,LHE,UET,2025-10-16 19:00,Evening,2025-10-16 20:32,Evening,3h 44m,1481,ATR 72,40376,60,Cancelled,257
AI175,AirSial,LHE,SKZ,2025-10-11 13:04,Afternoon,2025-10-11 15:47,Afternoon,4h 52m,399,ATR 72,25591,5,Cancelled,280
SE404,AirSial,LYP,SKZ,2025-10-02 04:33,Night,2025-10-02 08:35,Morning,1h 34m,1220,ATR 72,41761,5,Cancelled,280
AI456,FlyJinnah,PEW,SKZ,2025-10-18 09:51,Morning,2025-10-18 12:50,Afternoon,2h 55m,1368,ATR 72,52649,120,Delayed,257
SE361,SereneAir,LHE,UET,2025-10-22 01:03,Night,2025-10-22 03:30,Night,3h 19m,1189,Boeing 737,36866,30,Delayed,244
SE230,AirSial,MUX,UET,2025-10-13 17:07,Evening,2025-10-13 21:00,Night,4h 31m,1250,Airbus A320,36076,15,On-Time,280
SE480,AirBlue,MUX,UET,2025-10-23 14:26,Afternoon,2025-10-23 19:04,Evening,3h 39m,777,Airbus A320,32075,5,On-Time,290
SE249,AirBlue,PEW,LYP,2025-10-10 23:38,Night,2025-10-11 00:58,Night,1h 42m,1223,Boeing 737,14824,30,Delayed,290
PI348,FlyJinnah,PEW,LHE,2025-10-16 14:52,Afternoon,2025-10-16 19:28,Evening,2h 15m,422,Boeing 737,45885,30,Delayed,257
PI493,AirBlue,MUX,ISB,2025-10-23 02:46,Night,2025-10-23 05:20,Morning,3h 6m,1141,Airbus A321,52322,120,On-Time,290
AI140,PIA,MUX,SKZ,2025-10-09 04:16,Night,2025-10-09 05:58,Morning,4h 32m,865,Airbus A320,31439,120,On-Time,240
PI884,AirSial,MUX,ISB,2025-10-08 10:50,Morning,2025-10-08 15:40,Afternoon,4h 16m,994,Airbus A321,20567,120,Delayed,280
FL902,SereneAir,KHI,LHE,2025-10-28 05:34,Morning,2025-10-28 07:16,Morning,4h 29m,1062,Airbus A320,31593,120,On-Time,244
AI764,AirSial,ISB,UET,2025-10-20 21:20,Night,2025-10-21 00:53,Night,3h 27m,913,Airbus A320,20901,120,On-Time,280
PI696,AirBlue,ISB,LHE,2025-10-18 19:30,Evening,2025-10-18 23:04,Night,4h 7m,565,Airbus A320,30950,0,Cancelled,290
PI443,AirBlue,KHI,SKZ,2025-10-02 00:01,Night,2025-10-02 03:25,Night,2h 7m,623,Airbus A321,45839,15,On-Time,290
FL106,AirSial,LHE,PEW,2025-10-27 20:02,Evening,2025-10-27 21:03,Night,1h 37m,547,Airbus A320,27761,0,Delayed,280
PI572,AirBlue,KHI,ISB,2025-10-09 21:34,Night,2025-10-10 02:29,Night,4h 50m,1018,ATR 72,12048,5,On-Time,290
PI111,AirSial,PEW,ISB,2025-10-19 21:15,Night,2025-10-19 22:44,Night,2h 9m,1293,Airbus A320,46552,15,On-Time,280
AI165,PIA,LYP,LHE,2025-10-29 04:17,Night,2025-10-29 06:24,Morning,4h 34m,1162,Airbus A320,11415,60,Delayed,240
SE873,PIA,LHE,UET,2025-10-08 10:25,Morning,2025-10-08 14:40,Afternoon,2h 0m,851,Airbus A321,29022,120,On-Time,240
FL332,AirSial,LHE,SKZ,2025-10-18 18:54,Evening,2025-10-18 22:50,Night,1h 44m,1043,Boeing 737,45988,120,On-Time,280
AI645,SereneAir,MUX,PEW,2025-10-19 21:50,Night,2025-10-19 22:50,Night,4h 37m,365,Airbus A320,16202,0,On-Time,244
AI864,AirSial,UET,PEW,2025-10-07 17:08,Evening,2025-10-07 21:46,Night,4h 51m,948,Airbus A321,36349,0,Delayed,280
SE541,AirSial,LYP,KHI,2025-10-06 07:09,Morning,2025-10-06 11:04,Morning,1h 59m,1456,Airbus A320,15935,15,Delayed,280
FL719,AirBlue,LHE,PEW,2025-10-23 21:41,Night,2025-10-23 22:44,Night,1h 53m,1242,ATR 72,33527,15,Delayed,290
FL571,AirSial,SKZ,UET,2025-10-16 22:37,Night,2025-10-17 03:14,Night,1h 51m,1070,ATR 72,28059,5,Delayed,280
PI398,SereneAir,LYP,UET,2025-10-25 04:36,Night,2025-10-25 07:36,Morning,2h 41m,492,Boeing 737,47571,30,Cancelled,244
AI639,AirBlue,UET,MUX,2025-10-01 05:24,Morning,2025-10-01 10:12,Morning,4h 20m,1471,Airbus A321,19268,120,On-Time,290
PI531,AirSial,LYP,LHE,2025-10-16 10:59,Morning,2025-10-16 14:59,Afternoon,4h 5m,836,Airbus A321,48673,30,On-Time,280
PI366,PIA,MUX,PEW,2025-10-07 08:38,Morning,2025-10-07 13:28,Afternoon,3h 0m,1461,Airbus A320,19053,60,On-Time,240
PI182,PIA,ISB,SKZ,2025-10-05 20:18,Evening,2025-10-05 22:12,Night,2h 52m,1103,Airbus A321,20900,15,Cancelled,240
AI270,AirSial,SKZ,LHE,2025-10-26 08:59,Morning,2025-10-26 12:20,Afternoon,2h 51m,1188,Boeing 737,38359,120,Cancelled,280
AI466,FlyJinnah,PEW,SKZ,2025-10-02 07:50,Morning,2025-10-02 10:08,Morning,1h 6m,1349,Airbus A320,34847,15,Cancelled,257
AI378,SereneAir,UET,PEW,2025-10-28 12:49,Afternoon,2025-10-28 17:48,Evening,1h 45m,1281,ATR 72,31075,120,On-Time,244
AI266,SereneAir,KHI,MUX,2025-10-30 02:34,Night,2025-10-30 04:48,Night,4h 40m,679,Airbus A321,23970,60,Delayed,244
AI523,SereneAir,LYP,ISB,2025-10-07 06:59,Morning,2025-10-07 10:39,Morning,4h 38m,523,ATR 72,23857,60,On-Time,244
FL889,AirBlue,KHI,LYP,2025-10-08 02:08,Night,2025-10-08 04:55,Night,3h 2m,1013,ATR 72,39593,30,Delayed,290
AI384,SereneAir,LHE,MUX,2025-10-06 15:14,Afternoon,2025-10-06 18:26,Evening,4h 41m,942,Airbus A320,39844,60,On-Time,244
AI263,SereneAir,LYP,PEW,2025-10-26 01:30,Night,2025-10-26 03:14,Night,4h 40m,1150,Boeing 737,34932,60,Delayed,244
AI877,PIA,UET,PEW,2025-10-15 05:17,Morning,2025-10-15 07:24,Morning,3h 8m,427,Airbus A320,22920,0,On-Time,240
AI371,AirSial,KHI,PEW,2025-10-14 10:50,Morning,2025-10-14 14:13,Afternoon,4h 8m,1060,Boeing 737,48760,60,Delayed,280
AI183,AirBlue,LYP,SKZ,2025-10-19 11:50,Morning,2025-10-19 15:09,Afternoon,3h 53m,1012,Boeing 737,12780,120,Cancelled,290
AI238,AirBlue,MUX,UET,2025-10-01 07:58,Morning,2025-10-01 09:27,Morning,4h 2m,1311,ATR 72,53734,60,Delayed,290
AI618,AirSial,MUX,PEW,2025-10-13 21:13,Night,2025-10-14 01:20,Night,1h 42m,966,Airbus A320,23144,15,Cancelled,280
AI871,SereneAir,KHI,PEW,2025-10-25 03:48,Night,2025-10-25 06:52,Morning,4h 47m,1423,Airbus A320,18456,5,Cancelled,244
AI257,AirBlue,LYP,MUX,2025-10-24 07:55,Morning,2025-10-24 09:52,Morning,2h 23m,1302,Boeing 737,50393,120,Delayed,290
PI669,FlyJinnah,LHE,PEW,2025-10-29 19:30,Evening,2025-10-29 22:55,Night,1h 18m,1383,Boeing 737,41746,15,On-Time,257
SE766,PIA,LHE,PEW,2025-10-10 06:11,Morning,2025-10-10 11:08,Morning,3h 39m,483,ATR 72,17824,15,Cancelled,240
SE710,FlyJinnah,LYP,UET,2025-10-08 14:32,Afternoon,2025-10-08 16:02,Afternoon,3h 31m,583,ATR 72,39296,15,On-Time,257
AI244,FlyJinnah,PEW,UET,2025-10-06 15:51,Afternoon,2025-10-06 19:26,Evening,4h 54m,1239,Airbus A320,44092,30,Delayed,257
PI621,PIA,SKZ,LYP,2025-10-22 00:35,Night,2025-10-22 02:47,Night,4h 5m,914,ATR 72,27675,60,Delayed,240
PI596,FlyJinnah,PEW,SKZ,2025-10-26 23:57,Night,2025-10-27 02:54,Night,3h 57m,1250,ATR 72,37489,30,On-Time,257
FL862,PIA,UET,MUX,2025-10-06 18:30,Evening,2025-10-06 21:34,Night,4h 4m,1166,Airbus A321,40399,0,Delayed,240
PI441,SereneAir,PEW,MUX,2025-10-27 17:21,Evening,2025-10-27 20:55,Evening,4h 23m,865,Boeing 737,26095,60,On-Time,244
AI514,AirSial,SKZ,MUX,2025-10-26 21:39,Night,2025-10-27 00:51,Night,2h 4m,1119,ATR 72,51931,120,Delayed,280
AI210,SereneAir,KHI,MUX,2025-10-30 13:09,Afternoon,2025-10-30 15:43,Afternoon,2h 40m,1361,ATR 72,26894,15,Delayed,244
AI537,SereneAir,KHI,ISB,2025-10-06 07:15,Morning,2025-10-06 11:14,Morning,4h 47m,1475,Boeing 737,13231,15,On-Time,244
FL803,SereneAir,KHI,UET,2025-10-18 00:19,Night,2025-10-18 05:10,Morning,4h 59m,611,Boeing 737,44137,0,Cancelled,244
AI873,SereneAir,LYP,LHE,2025-10-29 06:31,Morning,2025-10-29 11:26,Morning,2h 16m,588,ATR 72,24061,0,Delayed,244
